run_id,date,session_type,neuro_tag,final_label,base_label,final_code,CML_z,GPV_z,CML_adj,GPV_adj,reasons
22723906433,2026-05-01,,fresh,Type B — Regulation-limited,Type B — Regulation-limited,B,-0.8824360864225947,1.870391776882099,-1.5824360864225948,1.170391776882099,"base → Type B — Regulation-limited (CML_z=-0.88, GPV_z=1.87); neuro_tag='fresh' (fresh / controlled self-report); after adj → Type B — Regulation-limited (CML_adj=-1.58, GPV_adj=1.17)"
22723906433,2026-05-01,easy,fresh,Type B — Regulation-limited,Type B — Regulation-limited,B,-0.8518103753961,1.6890685402943326,-1.5518103753961,0.9890685402943328,"base → Type B — Regulation-limited (CML_z=-0.85, GPV_z=1.69); neuro_tag='fresh' (fresh / controlled self-report); after adj → Type B — Regulation-limited (CML_adj=-1.55, GPV_adj=0.99)"
22693361272,2026-04-28,intervals,body_limited,Type C — Global fatigue,Mixed / normal,C,-0.1738221734194922,0.7832768141227651,0.5261778265805077,0.7832768141227651,"base → Mixed / normal (CML_z=-0.17, GPV_z=0.78); neuro_tag='body_limited' (body-limited self-report); after adj → Type C — Global fatigue (CML_adj=0.53, GPV_adj=0.78)"
22710984600,2026-04-30,tempo,global_fatigue,Type B — Regulation-limited,Type B — Regulation-limited,B,-1.735571790058983,3.795316042213878,-1.0355717900589831,4.495316042213878,"base → Type B — Regulation-limited (CML_z=-1.74, GPV_z=3.80); neuro_tag='global_fatigue' (global fatigue self-report); after adj → Type B — Regulation-limited (CML_adj=-1.04, GPV_adj=4.50)"
22710984600,2026-04-30,tempo,body_limited,Type B — Regulation-limited,Type B — Regulation-limited,B,-1.564804670179644,3.242184824468928,-0.8648046701796441,3.242184824468928,"base → Type B — Regulation-limited (CML_z=-1.56, GPV_z=3.24); neuro_tag='body_limited' (body-limited self-report); after adj → Type B — Regulation-limited (CML_adj=-0.86, GPV_adj=3.24)"
22710984600,2026-04-30,tempo,,Type B — Regulation-limited,Type B — Regulation-limited,B,-1.434301967613156,2.918696559751302,-1.434301967613156,2.918696559751302,"base → Type B — Regulation-limited (CML_z=-1.43, GPV_z=2.92)"
22723906433,2026-05-01,,fresh,Mixed / normal,Type B — Regulation-limited,M,-0.5253103552146399,0.7379981807769914,-1.2253103552146398,0.0379981807769914,"base → Type B — Regulation-limited (CML_z=-0.53, GPV_z=0.74); neuro_tag='fresh' (fresh / controlled self-report); after adj → Mixed / normal (CML_adj=-1.23, GPV_adj=0.04)"
22723906433,2026-05-01,,fresh,Mixed / normal,Type B — Regulation-limited,M,-0.5138253717604953,0.7011879903238003,-1.2138253717604952,0.0011879903238003,"base → Type B — Regulation-limited (CML_z=-0.51, GPV_z=0.70); neuro_tag='fresh' (fresh / controlled self-report); after adj → Mixed / normal (CML_adj=-1.21, GPV_adj=0.00)"
22710984600,2026-04-30,tempo,body_limited,Type B — Regulation-limited,Type B — Regulation-limited,B,-1.3386214664470724,2.7243312952810674,-0.6386214664470724,2.7243312952810674,"base → Type B — Regulation-limited (CML_z=-1.34, GPV_z=2.72); neuro_tag='body_limited' (body-limited self-report); after adj → Type B — Regulation-limited (CML_adj=-0.64, GPV_adj=2.72)"
22698549895,2026-04-29,,,Type D — Fresh / controlled,Type D — Fresh / controlled,D,-1.1738645364396276,-2.229502672369894,-1.1738645364396276,-2.229502672369894,"base → Type D — Fresh / controlled (CML_z=-1.17, GPV_z=-2.23)"
